text_tweet_clean,scores,compound,sentimen
 risiko infeksi menular seksual akibat seks bebas dapat berlanjut menjadi penularan hiv ,"{'neg': 0.108, 'neu': 0.722, 'pos': 0.17, 'compound': 0.296}",0.296,positif
 seks bebas tanggung lah akibatnya gak udah lebay ,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.5568}",0.5568,positif
 jokowi teken perpres nomor tahun atur kajian persoalan pemuda terkait seks bebas hiv aids hingga perdagangan manusia nerick thohir nabrak rupiah salma mas adam yeji cibaduyut coldplay pendiem soimah marjan kyungsoo bruno mars evos the weeknd baekhyun ,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.296}",-0.296,negatif
 seks bebas dan aborsi adalah contoh efek buruk liberalisme dalam kehidupan islamkaffah ,"{'neg': 0.168, 'neu': 0.673, 'pos': 0.159, 'compound': -0.0516}",-0.0516,negatif
 dihantam habis sama alexandra nybs bilang seks bebas itu memiskinkan jiwa ,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.5106,positif
 peppres pemuda terkait seks bebas ncoldplay evos jumbo tni ,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}",0.5106,positif
 law govt ini dah lama bawah thn kalau buat hubungan seks amp tertangkap akan kira rogol patut nya kita benteras dgn bagi education pada remeja agaman pun sama aku rasa agama lain selain islam jugak tak galak seks bebas ,"{'neg': 0.059, 'neu': 0.889, 'pos': 0.052, 'compound': -0.0777}",-0.0777,negatif
 seingat gue yang ceritanya anak pari terkutuk ini film pendeknya pernah tayang mnc pas masih dia durhaka sama ibunya gak dengerin dan lawan seks bebas sama pacarnya dan mau ngugurin janin tapi karena gak bisa akhirnya dikutuk jadi pari sama ibunya ,"{'neg': 0.0, 'neu': 0.962, 'pos': 0.038, 'compound': 0.2846}",0.2846,positif
 fenomena mba atau married accident akibat kehamilan saat ini sudah terasa sangat lumrah bayangin aja bestie kasusnya gak cuma satu dua aja tapi banyak banget negara gagal melindungi generasi dari seks bebas ntahukah kamu ,"{'neg': 0.135, 'neu': 0.698, 'pos': 0.166, 'compound': 0.3506}",0.3506,positif
 ini menggalakkan seks bebas kah ,"{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.7096}",0.7096,positif
 ngomong apa nudah seks bebas aja ,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}",0.5106,positif
 kok saya juga setuju bgitu brasa melegalkan seks bebas jadinya ada pake obat aja nglakuin seks bebas tidak sedikit apalagi ada obat gitu xbb xef ,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.9201}",0.9201,positif
 kalau mau seks bebas mikir lagi lah kelean apalgi cowok demennya jajan luar duhh bawa penyakitt macem ngeri bgt jangan mikirnya enak nya aja ,"{'neg': 0.208, 'neu': 0.542, 'pos': 0.25, 'compound': 0.2228}",0.2228,positif
 waduu akibat pergaulan bebas nih makanya pentingnya edukasi seks bagi kucing ini nih ,"{'neg': 0.179, 'neu': 0.705, 'pos': 0.115, 'compound': -0.25}",-0.25,negatif
 over tuh lagu seks bebas apa gmn ,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}",0.5106,positif
 urgensi poligami dalam menanggulangi seks bebas amp meningkatkan kesejahteraan janda nyg pake judul ini auto cumlaude nih ,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.7269}",0.7269,positif
 santun disini maksudnya lebih style simple dan aneh nkebanyakan artis bule itu ber tattoo atau bajunya seksi nliat aja video klip mereka baju warna sama aneh yang liatin cewe seksi telanjang memperlihatkan minum alkohol atau seks bebas ,"{'neg': 0.078, 'neu': 0.733, 'pos': 0.19, 'compound': 0.7889}",0.7889,positif
 cewenya keenakan banget sodok dari belakang cakep nih nbokep indo viral jilboob hot mesum ,"{'neg': 0.117, 'neu': 0.525, 'pos': 0.358, 'compound': 0.7886}",0.7886,positif
 bokep abg ketagihan minta genjot terus bokep indo vidio mesum terbaru cewek cjang sange ,"{'neg': 0.143, 'neu': 0.757, 'pos': 0.1, 'compound': -0.2732}",-0.2732,negatif
 cuma bisa pasrah ewe sama bos demi naik gaji nbokep indo vidio mesum terbaru cewek cjang sange ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 kata siapa aceh bisa seks bebas bisa kok asal sama pejabat ,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.5106,positif
 itu makanya islam melarang zina seks bebas lgbt miras judi maka dihalalkan lah pernikahan agar tak terjadi hal tersebut ntpi kaum liberal mengecap islam selalu radikal karena larangan tersebut ,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.2846}",0.2846,positif
 statment paling aneh baca pagi ini yaallah ngeri mausetua apapun umir jamin pendewasaan itu ada ngakak dewasa kok bawa seks bebas geli ,"{'neg': 0.063, 'neu': 0.633, 'pos': 0.303, 'compound': 0.8442}",0.8442,positif
 kasian bgt gasi bayinya xad nga salah apa lahir lgsung hiv udah ortunya juga lahirin dia hubungan seks bebas xad ,"{'neg': 0.113, 'neu': 0.713, 'pos': 0.174, 'compound': 0.2642}",0.2642,positif
 keplak kepala titit sambil ngomong tititmu kui jek njaluk mangan neng aku wongtuo rak usah gaya gayaan seks bebas nek pingin rabi ndang kerjo golek duit dewe rabio rak masalah sak karepmu ,"{'neg': 0.182, 'neu': 0.723, 'pos': 0.096, 'compound': -0.6597}",-0.6597,negatif
 kayanya edukasi seks bebas harus mulai dikasih mungkin ada tapi kebanyakan masih belum ada ,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.2846}",0.2846,positif
 walah kyk gatau aja kak udh akhir jaman ini org pada bangga kalo udh seks bebas ,"{'neg': 0.073, 'neu': 0.596, 'pos': 0.331, 'compound': 0.7783}",0.7783,positif
 seks itu artinya alat kelamin berhubungan seks itu artinya berhubungan kelamin pendidikan seks itu artinya pendidikan tentang fungsi dan kesehatan kelamin bukan hubungan seks pahami bedanya seks bebas tanpa kondom kena hiv artinya kurang pendidikan seks ,"{'neg': 0.063, 'neu': 0.847, 'pos': 0.09, 'compound': 0.25}",0.25,positif
 ini bikin aku takut sampe umur karena takut terpapar hiv nsemoga nanti jodohku seks bebas nsalut sama dokternya penjelasannya mudah dimengerti ,"{'neg': 0.097, 'neu': 0.693, 'pos': 0.21, 'compound': 0.7096}",0.7096,positif
 cewe hamil gara seks bebas gak perlu dibela itu kesalahan mereka berdua cewenya dan cowonya karna mau pake kontrasepsi beda cerita klo diperkosa ,"{'neg': 0.166, 'neu': 0.729, 'pos': 0.105, 'compound': -0.5719}",-0.5719,negatif
 males bgt wkwkwk keluar mang ngapain narkobaan kah seks bebas kah minum alkohol kah dikomenin mulu nkeluar tiap hari engga tiap bulan engga hadeh cpk mau ngekos ajalah ,"{'neg': 0.073, 'neu': 0.815, 'pos': 0.112, 'compound': 0.3542}",0.3542,positif
 pengen bilangin kalo seks bebas itu resiki takut dibilang sok suci dan ngejudge yaudah semangat aja nder ,"{'neg': 0.19, 'neu': 0.645, 'pos': 0.165, 'compound': -0.1779}",-0.1779,negatif
 yuk yang mau chat seks npake alur bebas icest tetangga binor dll chatseks chatsekshijab chatsekssange chatsekscerita chatseksfree chatsekscewek sange_aah sange_aa sangeberat ,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.5574}",0.5574,positif
 biaya hidup mahal itu salah satu alasan nsampe gak mau nikah krn stlh punya anak biaya hidup makin mencekik seksbebas childfree ,"{'neg': 0.034, 'neu': 0.866, 'pos': 0.1, 'compound': 0.5198}",0.5198,positif
 kok jadi agama ncoba google negara paling aman untuk perempuan nsadar sendiri smua miras dugem dan seks bebas disana tidak strict sini nagama mereka apa nkalo pemerkosaan salah pelaku mau korban mabok apa engga pelaku harusnya sadar itu perbuatan bejat ,"{'neg': 0.236, 'neu': 0.631, 'pos': 0.134, 'compound': -0.8442}",-0.8442,negatif
 kalo beli kondom mini market aja masih malu malu usah lah seks bebas ,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.6372}",-0.6372,negatif
 peduli dengan generasi penerus bangsa kapolsek pamona utara akp felix saudale memberikan materi tentang bahaya narkoba seks bebas dan kenakalan remaja lainnya pada ramaja gereja jemaat ofra tendeadongi ,"{'neg': 0.079, 'neu': 0.765, 'pos': 0.156, 'compound': 0.4767}",0.4767,positif
 penulis itu gini kalo dia bikin cerita tentang selingkuh dunia malam seks bebas atau perilaku menyimpang pasti ada yang nanya pengalaman pribadi bang nkalo dia bikin sajak cinta pasti dituduh sedang mengincar seorang perempuan ,"{'neg': 0.116, 'neu': 0.683, 'pos': 0.201, 'compound': 0.6369}",0.6369,positif
 seks bebas kek negara onigiri aja ,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}",0.7003,positif
 resesi kelahiran bayi baru kalau seks mah masih sama rang orang jepang nggak mau hamil aja wong remajanya setelah tahun kan bebas hidup sendiri ,"{'neg': 0.161, 'neu': 0.75, 'pos': 0.088, 'compound': -0.1833}",-0.1833,negatif
 bsk seks bebas ,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,positif
 wah kamu liberal suka demo pasti mau nikah lagi nih terus kamu pasti suka seks bebas njawabanku iyolah enak ,"{'neg': 0.0, 'neu': 0.373, 'pos': 0.627, 'compound': 0.9726}",0.9726,positif
 istri seks bebas ,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,positif
 terkadang saya berfikir bahwa tujuan saya dalam berpacaran yaitu bagaimana kemudian saya melakukan seks bebas ,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.5106,positif
 gua juga bingung kenapa gua masih sering dimarahin orangtua padahal gua gapernah nipu orang seks bebas minum dan ngobat gua cuma bangun siang bloon banyak planga plongo halhal kecil begitu ,"{'neg': 0.047, 'neu': 0.722, 'pos': 0.231, 'compound': 0.8361}",0.8361,positif
 ajak ngobrol jgn didiemin nnti makin penasaran nnti dia merasa punya akses dan takutnya dia pelaku seks bebas kemudian hari ,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.7089}",0.7089,positif
 berlin jerman njerman sudah melegalkan prostitusi pemerintah adanya seks bebas pattaya thailand nkota pattaya juga dikenal juga menjadi salah satu surga seks ternyaman dunia njika kamu ingin menikmati wanita pekerja seks komersial ,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.8858}",0.8858,positif
 rio janeiro brasil nwanita wanita cantik yang lalu lalang nyaris tanpa busana manama bahrain nseks bebas adalah sesuatu yang legal macau china nprostitusi sangat marak kota ini ,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.8271}",0.8271,positif
 intinya dia selingkuh balas selingkuh dua nya tolol selingkuh putus dulu abis itu mau seks bebas terserah ,"{'neg': 0.386, 'neu': 0.489, 'pos': 0.125, 'compound': -0.891}",-0.891,negatif
 saya buat peti besi terapi sebagai pengganti kotak pandora untuk menghilangkan kecanduan narkoba seks bebas dan judi yang bisa turun dunia adalah yang sudah dipersiapkan tuhan dan yang bisa mengendalikan diri jika tidak bisa hancur satu planet beserta isinya ,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.9011}",0.9011,positif
 nwkwkwkwk nke sorgah masih bawa hawa nafsu duniawi berupa seks bebas ,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.765}",0.765,positif
 seks bebas ibukota memang selalu nimat xbc ,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7351}",0.7351,positif
 hebatnya dan adalah membiarkan ini dianggap kesalahan yang cuma butuh peringatan keras ntak ada upaya sama sekali untuk menjaga kehormatan kpu menjaga profesionalisme komisioner mentabukan seks bebas apakah kpu lembaga sampah yang didukung lembaga sampah dpr ,"{'neg': 0.114, 'neu': 0.634, 'pos': 0.252, 'compound': 0.8591}",0.8591,positif
 fenomena seks bebas pelajar wonogiri berawal dari bujuk rayu dilakukan kamar kos ,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.5106,positif
 mak gwe masang cctv anjgg gabisa seks bebas lagi ,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4023}",-0.4023,negatif
 ibarat makan babi haram tapi mabok seks bebas halal udah gitu aja bang ,"{'neg': 0.239, 'neu': 0.487, 'pos': 0.274, 'compound': 0.2023}",0.2023,positif
 sebab tak nak hisap dadah jadi pemabuk buat vandalisme dan seks bebas ,"{'neg': 0.065, 'neu': 0.634, 'pos': 0.301, 'compound': 0.6688}",0.6688,positif
 sendiri dirumah menyenangkan bila kau suka dengan seks bebas ,"{'neg': 0.117, 'neu': 0.351, 'pos': 0.532, 'compound': 0.7964}",0.7964,positif
 seks bebas nomor satu ,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.5574}",0.5574,positif
 nder mending cerain aja deh kasian drpd kamu yang ketularan hiv nder kalau kamu ada anak juga nanti bisa nular anakmu juga nder kasian yang ada tar kamunya sama anakmu nder nlagian laki suka selingkuh suka seks bebas gitu mungkin kena penyakit hiv kek gitu ,"{'neg': 0.158, 'neu': 0.639, 'pos': 0.204, 'compound': 0.4767}",0.4767,positif
 indo viral abg mesum sma smp ngentot ngentdfot ncantik sange remas toket sendiri fxy fex ,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negatif
 sekarang aku punya prinsip cowo ngerokok boleh karena aku juga tapi kalo udah suka minum sama seks bebas big ,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.8271}",0.8271,positif
 hai kata siapa gak bisa nikah sah jika kelak anak nya perempuan tsb menikah dia dapat meminta wali hakim menjadi walinya anak dilahirkan tsb tidak berdosa berdosa itu kedua orang tuanya melakukan seks bebas sebelum menikah ,"{'neg': 0.027, 'neu': 0.854, 'pos': 0.119, 'compound': 0.6602}",0.6602,positif
 homoseksual bukan sesuatu perlu disembuhkan karena dari segi psikologi biologi itu normal tapi perilaku seksual cenderung seks bebas perlu ubah dan berusaha dgn menggunakan teknik itu bikin mental rusak dan tidak bisa menyembuhkan ,"{'neg': 0.078, 'neu': 0.832, 'pos': 0.09, 'compound': 0.1531}",0.1531,positif
 nikah bukan solusi untuk anak bawah umur penting sekali memberikan eduksi seksual benar kepada anak anak kita jadi anak anak tahu bahaya nya seks bebas apalagi dilakukan oleh anak bawah umur organ reproduksinya belum matang menyebabkan kematian saat melahirkan ,"{'neg': 0.17, 'neu': 0.73, 'pos': 0.101, 'compound': -0.5674}",-0.5674,negatif
 joktug mau joki ini temanya seks bebas sebut dongg file bentuk ppt ,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6808}",0.6808,positif
 org indo doyan seks bebas mending jepang deh biar guna dikit ,"{'neg': 0.0, 'neu': 0.535, 'pos': 0.465, 'compound': 0.8271}",0.8271,positif
 negara katanya menganut paham bebas individual melakukan sesuatu tanpa batasan agama seperti amerika serikat dan jepang terjadi adalah resesi seks nsedangkan negara katanya menjunjung tinggi paham agama seperti indonesia terjadi justru bnyak kasus hamil diluar nikah ,"{'neg': 0.121, 'neu': 0.758, 'pos': 0.121, 'compound': 0.2453}",0.2453,positif
 jepang ratunya seks bebas sehingga minat menikah untuk seks bertanggung jawab tidak ada ,"{'neg': 0.102, 'neu': 0.54, 'pos': 0.357, 'compound': 0.73}",0.73,positif
 setan memakai prinsip hidup berkemewahan nanggota melakukan hubungan seks bebas nritual gereja setan semuanya mengikuti gaya kristen yang khususnya karismatik pentakosta gbi gsja tata liturgi protestan dan katolik tidak dipakai ,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.5106}",0.5106,positif
 santap kasih bersama gereja setan adalah pesta seks alias seks bebas yang dilakukan oleh sesama anggotanya tanpa halangan apapun ,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.8676}",0.8676,positif
 aborsi minta dilegalkan hancur semua generasi negeri ini seks bebas akan merajalela terus gak mau nikah mau enak aja kalaupun nikah milih childfree terus los generasi hancurlah semua generasi itu dijaga bukan dihancurkan negara maju skrg udh bingung gak ada generasi ,"{'neg': 0.255, 'neu': 0.646, 'pos': 0.099, 'compound': -0.8097}",-0.8097,negatif
 aman kok selama bebas ims hiv pun tdk ditularkan melalui oral seks ,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}",0.4404,positif
 curang seks bebas pejabat ada skandal ini semua punca kerosakan rumahtangga dan perkahwinan itu simbol yang tiada erti percintaan cuma dijadikan tempat untuk hidup dalam ikatan tanpa cinta wanita akhir zaman ,"{'neg': 0.292, 'neu': 0.586, 'pos': 0.122, 'compound': -0.8605}",-0.8605,negatif
 tapi point aku sini adalah cari wanita dan lelaki yang sihat akal sihat fikiran tidak ada masalah kesihatan mental susah hidup nanti cari yang pandai jaga maruah diri dan pandai jaga diri jamgan biasakan amalan seks bebas ,"{'neg': 0.104, 'neu': 0.577, 'pos': 0.319, 'compound': 0.9604}",0.9604,positif
 terima kasih kak ternyata ada memahami twitku nliat org org langsung emosi dan cuma menganggapnya normalisasi seks bebas aja berpikir apa mereka nggak liat ada masalah lebih besar belakang itu entah edukasi seksual kurang pola asuh salah atau ,"{'neg': 0.056, 'neu': 0.79, 'pos': 0.154, 'compound': 0.5719}",0.5719,positif
 emang yang nama nya rafli suka seks bebas ,"{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.7269}",0.7269,positif
 legalisasi seks bebas ,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,positif
 now playing tulus tujuh belas kita masih seksbebas itu ,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.7783}",0.7783,positif
 salah satu sisi gelap cewek suka seks bebas sebelum nikah gini nih makanya kenapa banyak orang yang lebih senang sama perawan ,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.7003}",0.7003,positif
 aku terakhir seks bebas setahun lalu fyi ,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.6249}",0.6249,positif
 lah bener lah gue nanya jelasin lah spesifikasinya keputusan keputusan apaan anjir tinggal bilang seks bebas aja tinggi amat bahasa keputusan keputusan ,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.7269}",0.7269,positif
 sdm rendah sdm rendah nyambung goblok wkwk gada juga orang mau ngehargain prinsip goblok buat seks bebas pelacur dibayar aja rendah stigmanya apalagi ini gratisan ,"{'neg': 0.311, 'neu': 0.425, 'pos': 0.264, 'compound': 0.1779}",0.1779,positif
 pada yang pengen seks bebas kata tonton video ini lagunya enak cocok self promo ,"{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.8074}",0.8074,positif
 party digerebek polisi generasi miskin visi hidup hingga mensia siakan hidup dalam gelimangan minuman haram belum efek dari pesta miras tawuran seks bebas narkoba dst inilah buah dari penerapan kehidupan yang sekuler nmmc millenials ,"{'neg': 0.127, 'neu': 0.713, 'pos': 0.16, 'compound': 0.128}",0.128,positif
 percaya min terutama kota besar dgn tingkat seks bebas tinggi hehe ,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.765}",0.765,positif
 besok mau seks bebas ,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.5574}",0.5574,positif
 amsterdam ingin bebas dari seks tapi psk protes enggak mau ,"{'neg': 0.092, 'neu': 0.76, 'pos': 0.148, 'compound': 0.2064}",0.2064,positif
 mungkin yang dari background terkait bisa bantu jelasin risiko risiko kehamilan umur belia spti ini luar trauma yang korban harus hadapi juga tapi yaa bisa apa lagi wong masyarakat kalo liat kata kondom amp plan kepikiran otaknya cuma seks bebas doang ,"{'neg': 0.096, 'neu': 0.753, 'pos': 0.151, 'compound': 0.6059}",0.6059,positif
